0. camidx = 0, ptidx = 0, projections: x = 1597.07, y = 473.37.
33281. camidx = 20, ptidx = 9929, projections: x = 329.34, y = -104.37.
33282. camidx = 10, ptidx = 9930, projections: x = 964.93, y = -291.14.
33283. camidx = 12, ptidx = 9930, projections: x = 398.95, y = -450.16.
33284. camidx = 17, ptidx = 9930, projections: x = 899.83, y = 641.91.
33285. camidx = 18, ptidx = 9930, projections: x = 557.49, y = 49.03.
33286. camidx = 20, ptidx = 9930, projections: x = 482.89, y = -149.56.
33287. camidx = 10, ptidx = 9931, projections: x = -111.25, y = -286.12.
33288. camidx = 12, ptidx = 9931, projections: x = -678.48, y = -347.91.
33289. camidx = 10, ptidx = 9932, projections: x = 1137.89, y = -283.09.
33290. camidx = 12, ptidx = 9932, projections: x = 564.92, y = -451.73.
33291. camidx = 17, ptidx = 9932, projections: x = 1365.3, y = 643.28.
33292. camidx = 20, ptidx = 9932, projections: x = 601.82, y = -151.55.
33293. camidx = 10, ptidx = 9933, projections: x = 1030.03, y = -282.17.
33294. camidx = 20, ptidx = 9933, projections: x = 527.64, y = -146.35.
33295. camidx = 10, ptidx = 9934, projections: x = 709.36, y = -274.93.
33296. camidx = 18, ptidx = 9934, projections: x = 382.22, y = 120.09.
33297. camidx = 10, ptidx = 9935, projections: x = 1207.92, y = -274.19.
33298. camidx = 12, ptidx = 9935, projections: x = 633.1, y = -445.68.
33299. camidx = 17, ptidx = 9935, projections: x = 1547.37, y = 658.79.
33300. camidx = 18, ptidx = 9935, projections: x = 754.79, y = 49.39.
33301. camidx = 20, ptidx = 9935, projections: x = 650.1, y = -148.01.
33302. camidx = 10, ptidx = 9936, projections: x = 1219.2, y = -273.32.
33303. camidx = 12, ptidx = 9936, projections: x = 644.43, y = -445.48.
33304. camidx = 18, ptidx = 9936, projections: x = 763.75, y = 49.48.
33305. camidx = 20, ptidx = 9936, projections: x = 658.31, y = -147.77.
33306. camidx = 10, ptidx = 9937, projections: x = 1219.2, y = -273.32.
33307. camidx = 12, ptidx = 9937, projections: x = 644.43, y = -445.48.
33308. camidx = 17, ptidx = 9937, projections: x = 1579.57, y = 660.
33309. camidx = 18, ptidx = 9937, projections: x = 763.75, y = 49.48.
33310. camidx = 20, ptidx = 9937, projections: x = 658.31, y = -147.77.
33311. camidx = 10, ptidx = 9938, projections: x = 408.27, y = -273.49.
33312. camidx = 12, ptidx = 9938, projections: x = -108.19, y = -368.57.
33313. camidx = 20, ptidx = 9938, projections: x = 92.96, y = -92.75.
33314. camidx = 10, ptidx = 9939, projections: x = 701.51, y = -267.05.
33315. camidx = 12, ptidx = 9939, projections: x = 250.87, y = -355.53.
33316. camidx = 18, ptidx = 9939, projections: x = 375.76, y = 126.84.
33317. camidx = 20, ptidx = 9939, projections: x = 324.46, y = -83.7.
33318. camidx = 10, ptidx = 9940, projections: x = 962.59, y = -253.56.
33319. camidx = 17, ptidx = 9940, projections: x = 897.72, y = 735.42.
33320. camidx = 18, ptidx = 9940, projections: x = 557.51, y = 80.86.
33321. camidx = 20, ptidx = 9940, projections: x = 482.47, y = -123.21.
33322. camidx = 10, ptidx = 9941, projections: x = -219.11, y = -252.25.
33323. camidx = 18, ptidx = 9941, projections: x = -452.87, y = 136.81.
33324. camidx = 20, ptidx = 9941, projections: x = -383.48, y = -80.04.
33325. camidx = 10, ptidx = 9942, projections: x = 1083.08, y = -250.9.
33326. camidx = 12, ptidx = 9942, projections: x = 513.8, y = -416.02.
33327. camidx = 17, ptidx = 9942, projections: x = 1232.5, y = 731.02.
33328. camidx = 18, ptidx = 9942, projections: x = 654.84, y = 75.6699.
33329. camidx = 20, ptidx = 9942, projections: x = 565.56, y = -126.57.
33330. camidx = 10, ptidx = 9943, projections: x = 1023.06, y = -246.57.
33331. camidx = 12, ptidx = 9943, projections: x = 454.53, y = -408.31.
33332. camidx = 10, ptidx = 9944, projections: x = 690.13, y = -240.99.
33333. camidx = 12, ptidx = 9944, projections: x = 240.77, y = -324.26.
33334. camidx = 10, ptidx = 9945, projections: x = -233.79, y = -241.03.
33335. camidx = 12, ptidx = 9945, projections: x = -851.43, y = -336.37.
33336. camidx = 10, ptidx = 9946, projections: x = 984, y = -240.76.
33337. camidx = 17, ptidx = 9946, projections: x = 967.22, y = 770.66.
33338. camidx = 18, ptidx = 9946, projections: x = 575.88, y = 89.55.
33339. camidx = 10, ptidx = 9947, projections: x = -346.37, y = -234.87.
33340. camidx = 18, ptidx = 9947, projections: x = -562.51, y = 149.43.
33341. camidx = 10, ptidx = 9948, projections: x = 425.46, y = -229.86.
33342. camidx = 20, ptidx = 9948, projections: x = 107.35, y = -58.8199.
33343. camidx = 10, ptidx = 9949, projections: x = -287.55, y = -229.99.
33344. camidx = 12, ptidx = 9949, projections: x = -913.63, y = -326.9.
33345. camidx = 10, ptidx = 9950, projections: x = -287.55, y = -229.99.
33346. camidx = 18, ptidx = 9950, projections: x = -510.7, y = 153.73.
33347. camidx = 10, ptidx = 9951, projections: x = 960.73, y = -221.77.
33348. camidx = 12, ptidx = 9951, projections: x = 398.42, y = -376.88.
33349. camidx = 10, ptidx = 9952, projections: x = 986.76, y = -217.93.
33350. camidx = 12, ptidx = 9952, projections: x = 422.43, y = -375.22.
33351. camidx = 17, ptidx = 9952, projections: x = 976.36, y = 828.67.
33352. camidx = 18, ptidx = 9952, projections: x = 579.23, y = 108.93.
33353. camidx = 20, ptidx = 9952, projections: x = 500.5, y = -98.48.
33354. camidx = 10, ptidx = 9953, projections: x = 452.43, y = -215.1.
33355. camidx = 12, ptidx = 9953, projections: x = -55.39, y = -303.72.
33356. camidx = 20, ptidx = 9953, projections: x = 128.62, y = -49.51.
33357. camidx = 10, ptidx = 9954, projections: x = 1022.68, y = -214.28.
33358. camidx = 12, ptidx = 9954, projections: x = 439.11, y = -374.2.
33359. camidx = 10, ptidx = 9955, projections: x = 950.98, y = -208.81.
33360. camidx = 12, ptidx = 9955, projections: x = 393.77, y = -361.73.
33361. camidx = 18, ptidx = 9955, projections: x = 554.42, y = 120.18.
33362. camidx = 10, ptidx = 9956, projections: x = 930.36, y = -208.31.
33363. camidx = 18, ptidx = 9956, projections: x = 537.94, y = 123.66.
33364. camidx = 20, ptidx = 9956, projections: x = 464.91, y = -86.25.
33365. camidx = 10, ptidx = 9957, projections: x = 1035.09, y = -205.36.
33366. camidx = 12, ptidx = 9957, projections: x = 469.61, y = -365.74.
33367. camidx = 17, ptidx = 9957, projections: x = 1110.94, y = 854.24.
33368. camidx = 10, ptidx = 9958, projections: x = 1129.73, y = -204.23.
33369. camidx = 12, ptidx = 9958, projections: x = 561.58, y = -369.28.
33370. camidx = 17, ptidx = 9958, projections: x = 1360.22, y = 847.08.
33371. camidx = 18, ptidx = 9958, projections: x = 696.16, y = 112.19.
33372. camidx = 20, ptidx = 9958, projections: x = 599.48, y = -94.9399.
33373. camidx = 10, ptidx = 9959, projections: x = 1077.86, y = -201.7.
33374. camidx = 12, ptidx = 9959, projections: x = 510.81, y = -363.76.
33375. camidx = 17, ptidx = 9959, projections: x = 1225.64, y = 859.29.
33376. camidx = 18, ptidx = 9959, projections: x = 653.87, y = 118.
33377. camidx = 20, ptidx = 9959, projections: x = 563.8, y = -90.84.
33378. camidx = 10, ptidx = 9960, projections: x = 943.34, y = -201.56.
33379. camidx = 12, ptidx = 9960, projections: x = 387.95, y = -356.11.
33380. camidx = 18, ptidx = 9960, projections: x = 547, y = 126.26.
33381. camidx = 20, ptidx = 9960, projections: x = 472.73, y = -83.67.
33382. camidx = 10, ptidx = 9961, projections: x = 1125.41, y = -199.56.
33383. camidx = 12, ptidx = 9961, projections: x = 557.71, y = -364.61.
33384. camidx = 17, ptidx = 9961, projections: x = 1350.26, y = 860.44.
33385. camidx = 18, ptidx = 9961, projections: x = 693, y = 116.24.
33386. camidx = 20, ptidx = 9961, projections: x = 596.71, y = -91.08.
33387. camidx = 10, ptidx = 9962, projections: x = -460.09, y = -198.07.
33388. camidx = 16, ptidx = 9962, projections: x = 236.16, y = 498.
33389. camidx = 10, ptidx = 9963, projections: x = 1154.53, y = -197.16.
33390. camidx = 12, ptidx = 9963, projections: x = 586.36, y = -363.45.
33391. camidx = 18, ptidx = 9963, projections: x = 716.99, y = 116.53.
33392. camidx = 20, ptidx = 9963, projections: x = 617.03, y = -90.85.
33393. camidx = 10, ptidx = 9964, projections: x = 979.5, y = -195.71.
33394. camidx = 12, ptidx = 9964, projections: x = 416.71, y = -351.57.
33395. camidx = 17, ptidx = 9964, projections: x = 958.44, y = 886.55.
33396. camidx = 18, ptidx = 9964, projections: x = 574.39, y = 128.28.
33397. camidx = 20, ptidx = 9964, projections: x = 495.88, y = -81.93.
33398. camidx = 10, ptidx = 9965, projections: x = 1150.56, y = -195.13.
33399. camidx = 12, ptidx = 9965, projections: x = 582.27, y = -360.8.
33400. camidx = 17, ptidx = 9965, projections: x = 1417.41, y = 865.59.
33401. camidx = 18, ptidx = 9965, projections: x = 713.58, y = 119.62.
33402. camidx = 20, ptidx = 9965, projections: x = 614.38, y = -89.3101.
33403. camidx = 10, ptidx = 9966, projections: x = 942.27, y = -191.93.
33404. camidx = 18, ptidx = 9966, projections: x = 545.67, y = 134.94.
33405. camidx = 10, ptidx = 9967, projections: x = -961.63, y = -191.39.
33406. camidx = 16, ptidx = 9967, projections: x = -95.71, y = 479.67.
33407. camidx = 10, ptidx = 9968, projections: x = 1089.53, y = -185.43.
33408. camidx = 17, ptidx = 9968, projections: x = 1257.17, y = 901.72.
33409. camidx = 18, ptidx = 9968, projections: x = 665.13, y = 130.16.
33410. camidx = 10, ptidx = 9969, projections: x = 938.04, y = -185.28.
33411. camidx = 17, ptidx = 9969, projections: x = 834.1, y = 919.81.
33412. camidx = 10, ptidx = 9970, projections: x = -1285.24, y = -159.62.
33413. camidx = 11, ptidx = 9970, projections: x = -1011.42, y = 409.91.
33414. camidx = 16, ptidx = 9970, projections: x = -450.78, y = 481.39.
33415. camidx = 10, ptidx = 9971, projections: x = 185.82, y = -149.11.
33416. camidx = 16, ptidx = 9971, projections: x = 408.14, y = 568.83.
33417. camidx = 10, ptidx = 9972, projections: x = -482.81, y = -144.17.
33418. camidx = 12, ptidx = 9972, projections: x = -1129.17, y = -215.35.
33419. camidx = 10, ptidx = 9973, projections: x = 971.14, y = -138.52.
33420. camidx = 12, ptidx = 9973, projections: x = 414.66, y = -289.04.
33421. camidx = 10, ptidx = 9974, projections: x = 194.21, y = -135.99.
33422. camidx = 18, ptidx = 9974, projections: x = -88.38, y = 131.63.
33423. camidx = 10, ptidx = 9975, projections: x = 226.84, y = -128.89.
33424. camidx = 20, ptidx = 9975, projections: x = -43.5699, y = -82.5601.
33425. camidx = 10, ptidx = 9976, projections: x = 226.84, y = -128.89.
33426. camidx = 18, ptidx = 9976, projections: x = -64.35, y = 133.64.
33427. camidx = 10, ptidx = 9977, projections: x = 1535.84, y = -106.49.
33428. camidx = 12, ptidx = 9977, projections: x = 957.85, y = -288.77.
33429. camidx = 18, ptidx = 9977, projections: x = 1031.95, y = 172.23.
33430. camidx = 10, ptidx = 9978, projections: x = -1363.98, y = 115.33.
33431. camidx = 20, ptidx = 9978, projections: x = -1255.86, y = 189.37.
33432. camidx = 10, ptidx = 9979, projections: x = -1363.98, y = 115.33.
33433. camidx = 16, ptidx = 9979, projections: x = -532.99, y = 688.03.
33434. camidx = 10, ptidx = 9980, projections: x = -1559.57, y = 142.63.
33435. camidx = 15, ptidx = 9980, projections: x = 531.21, y = 541.06.
33436. camidx = 19, ptidx = 9980, projections: x = 124.3, y = 864.25.
33437. camidx = 10, ptidx = 9981, projections: x = -1250.41, y = 154.5.
33438. camidx = 15, ptidx = 9981, projections: x = -199.08, y = 456.82.
33439. camidx = 10, ptidx = 9982, projections: x = -1399.28, y = 160.14.
33440. camidx = 14, ptidx = 9982, projections: x = -145.55, y = 562.9.
33441. camidx = 10, ptidx = 9983, projections: x = 301.76, y = 901.87.
33442. camidx = 20, ptidx = 9983, projections: x = 33.51, y = 624.99.
33443. camidx = 10, ptidx = 9984, projections: x = 196.9, y = 992.06.
33444. camidx = 12, ptidx = 9984, projections: x = -441.27, y = 776.57.
33445. camidx = 10, ptidx = 9985, projections: x = 184.89, y = 997.88.
33446. camidx = 12, ptidx = 9985, projections: x = -451.03, y = 786.79.
33447. camidx = 10, ptidx = 9986, projections: x = 177.17, y = 1013.95.
33448. camidx = 20, ptidx = 9986, projections: x = -48.4301, y = 723.66.
33449. camidx = 10, ptidx = 9987, projections: x = 223.41, y = 1042.62.
33450. camidx = 20, ptidx = 9987, projections: x = -15.21, y = 743.53.
33451. camidx = 10, ptidx = 9988, projections: x = 220.3, y = 1080.65.
33452. camidx = 20, ptidx = 9988, projections: x = -16.95, y = 772.
33453. camidx = 10, ptidx = 9989, projections: x = -157.01, y = -717.07.
33454. camidx = 12, ptidx = 9989, projections: x = -915.86, y = -928.57.
33455. camidx = 10, ptidx = 9990, projections: x = -157.17, y = -710.99.
33456. camidx = 12, ptidx = 9990, projections: x = -915.75, y = -922.5.
33457. camidx = 10, ptidx = 9991, projections: x = -146.7, y = -691.11.
33458. camidx = 12, ptidx = 9991, projections: x = -876.41, y = -890.96.
33459. camidx = 10, ptidx = 9992, projections: x = -56.39, y = -684.58.
33460. camidx = 12, ptidx = 9992, projections: x = -788.08, y = -883.41.
33461. camidx = 10, ptidx = 9993, projections: x = -136.27, y = -635.54.
33462. camidx = 12, ptidx = 9993, projections: x = -863.98, y = -839.63.
33463. camidx = 10, ptidx = 9994, projections: x = -117.07, y = -604.97.
33464. camidx = 12, ptidx = 9994, projections: x = -844.17, y = -810.49.
33465. camidx = 10, ptidx = 9995, projections: x = -248.1, y = -575.65.
33466. camidx = 12, ptidx = 9995, projections: x = -880.75, y = -709.
33467. camidx = 10, ptidx = 9996, projections: x = -267.46, y = -574.95.
33468. camidx = 12, ptidx = 9996, projections: x = -902.92, y = -709.24.
33469. camidx = 10, ptidx = 9997, projections: x = -220.46, y = -552.59.
33470. camidx = 12, ptidx = 9997, projections: x = -847.09, y = -682.69.
33471. camidx = 10, ptidx = 9998, projections: x = -228.97, y = -546.1.
33472. camidx = 12, ptidx = 9998, projections: x = -857.18, y = -676.13.
33473. camidx = 10, ptidx = 9999, projections: x = -230.67, y = -527.75.
33474. camidx = 18, ptidx = 9999, projections: x = -466.18, y = -105.38.
33475. camidx = 10, ptidx = 10000, projections: x = -239.71, y = -520.86.
33476. camidx = 12, ptidx = 10000, projections: x = -868.95, y = -648.
33477. camidx = 10, ptidx = 10001, projections: x = -239.71, y = -520.86.
33478. camidx = 12, ptidx = 10001, projections: x = -868.95, y = -648.
33479. camidx = 18, ptidx = 10001, projections: x = -473.08, y = -99.4399.
33480. camidx = 10, ptidx = 10002, projections: x = 541.34, y = -496.42.
33481. camidx = 18, ptidx = 10002, projections: x = 205.51, y = -93.89.
33482. camidx = 20, ptidx = 10002, projections: x = 183.44, y = -274.85.
33483. camidx = 10, ptidx = 10003, projections: x = -135.52, y = -487.97.
33484. camidx = 12, ptidx = 10003, projections: x = -739.73, y = -603.73.
33485. camidx = 10, ptidx = 10004, projections: x = -1220.53, y = -482.26.
33486. camidx = 11, ptidx = 10004, projections: x = -909.33, y = -11.7.
33487. camidx = 10, ptidx = 10005, projections: x = -1243.56, y = -482.22.
33488. camidx = 11, ptidx = 10005, projections: x = -933.53, y = -13.01.
33489. camidx = 15, ptidx = 10005, projections: x = 809.06, y = 78.51.
33490. camidx = 10, ptidx = 10006, projections: x = -135.86, y = -479.08.
33491. camidx = 12, ptidx = 10006, projections: x = -739.68, y = -592.33.
33492. camidx = 10, ptidx = 10007, projections: x = 888.42, y = -476.16.
33493. camidx = 18, ptidx = 10007, projections: x = 519.21, y = -78.84.
33494. camidx = 20, ptidx = 10007, projections: x = 450.79, y = -259.05.
33495. camidx = 10, ptidx = 10008, projections: x = 1057.69, y = -475.02.
33496. camidx = 12, ptidx = 10008, projections: x = 478.02, y = -646.33.
33497. camidx = 10, ptidx = 10009, projections: x = 1328.4, y = -470.31.
33498. camidx = 20, ptidx = 10009, projections: x = 723.94, y = -289.48.
33499. camidx = 10, ptidx = 10010, projections: x = -1215.13, y = -468.53.
33500. camidx = 15, ptidx = 10010, projections: x = 836.69, y = 89.69.
33501. camidx = 10, ptidx = 10011, projections: x = 1442.25, y = -465.39.
33502. camidx = 18, ptidx = 10011, projections: x = 927.55, y = -118.2.
33503. camidx = 10, ptidx = 10012, projections: x = 848.89, y = -465.72.
33504. camidx = 20, ptidx = 10012, projections: x = 422.32, y = -249.67.
33505. camidx = 10, ptidx = 10013, projections: x = -90.24, y = -463.63.
33506. camidx = 12, ptidx = 10013, projections: x = -675.84, y = -567.15.
33507. camidx = 10, ptidx = 10014, projections: x = -1281.38, y = -462.15.
33508. camidx = 11, ptidx = 10014, projections: x = -976.22, y = 10.13.
33509. camidx = 10, ptidx = 10015, projections: x = 1007.37, y = -459.71.
33510. camidx = 20, ptidx = 10015, projections: x = 506.13, y = -271.59.
33511. camidx = 10, ptidx = 10016, projections: x = 976.15, y = -457.8.
33512. camidx = 12, ptidx = 10016, projections: x = 401.01, y = -623.09.
33513. camidx = 20, ptidx = 10016, projections: x = 485.32, y = -268.45.
33514. camidx = 10, ptidx = 10017, projections: x = -254.26, y = -456.49.
33515. camidx = 12, ptidx = 10017, projections: x = -882.27, y = -576.76.
33516. camidx = 10, ptidx = 10018, projections: x = 1016.61, y = -455.88.
33517. camidx = 12, ptidx = 10018, projections: x = 440.43, y = -624.67.
33518. camidx = 18, ptidx = 10018, projections: x = 589.46, y = -90.8.
33519. camidx = 20, ptidx = 10018, projections: x = 512.51, y = -269.01.
33520. camidx = 10, ptidx = 10019, projections: x = -285.75, y = -451.78.
33521. camidx = 12, ptidx = 10019, projections: x = -919.69, y = -572.46.
33522. camidx = 10, ptidx = 10020, projections: x = 520.57, y = -451.04.
33523. camidx = 12, ptidx = 10020, projections: x = -20.92, y = -583.8.
33524. camidx = 17, ptidx = 10020, projections: x = -481.57, y = 265.51.
33525. camidx = 20, ptidx = 10020, projections: x = 169.14, y = -239.77.
33526. camidx = 10, ptidx = 10021, projections: x = 572.02, y = -448.39.
33527. camidx = 12, ptidx = 10021, projections: x = 35.1801, y = -582.25.
33528. camidx = 10, ptidx = 10022, projections: x = 631.76, y = -447.07.
33529. camidx = 18, ptidx = 10022, projections: x = 285.91, y = -53.12.
33530. camidx = 10, ptidx = 10023, projections: x = 463.7, y = -432.92.
33531. camidx = 12, ptidx = 10023, projections: x = -86.07, y = -564.03.
